280, 0.0032
290, 0.0226
300, 0.0724
310, 0.1392
320, 0.2095
330, 0.2626
340, 0.2948
350, 0.3124
360, 0.3227
370, 0.3346
380, 0.3486
390, 0.3524
400, 0.3484
410, 0.3460
420, 0.3408
430, 0.3250
440, 0.3132
450, 0.2992
460, 0.2832
470, 0.2663
480, 0.2429
490, 0.2221
500, 0.2051
510, 0.1898
520, 0.1709
530, 0.1400
540, 0.1056
550, 0.0809
560, 0.0653
570, 0.0539
580, 0.0444
590, 0.0357
600, 0.0282
610, 0.0214
620, 0.0157
630, 0.0110
640, 0.0075
650, 0.0048
660, 0.0030
670, 0.0018
680, 0.0010
690, 0.0006
700, 0.0003
710, 0.0002
720, 0.0001
