260, 0.0000
270, 0.0037
280, 0.0150
290, 0.0463
300, 0.1163
310, 0.1911
320, 0.2626
330, 0.3118
340, 0.3383
350, 0.3504
360, 0.3547
370, 0.3639
380, 0.3730
390, 0.3691
400, 0.3620
410, 0.3519
420, 0.3404
430, 0.3279
440, 0.3140
450, 0.2975
460, 0.2757
470, 0.2530
480, 0.2348
490, 0.2208
500, 0.2086
510, 0.1875
520, 0.1497
530, 0.1155
540, 0.0954
550, 0.0822
560, 0.0717
570, 0.0618
580, 0.0523
590, 0.0433
600, 0.0348
610, 0.0270
620, 0.0203
630, 0.0144
640, 0.0098
650, 0.0062
660, 0.0038
670, 0.0021
680, 0.0011
690, 0.0006
700, 0.0003
710, 0.0001
720, 0.0001
