260, 0.0000
270, 0.0083
280, 0.0291
290, 0.0795
300, 0.1623
310, 0.2375
320, 0.2965
330, 0.3340
340, 0.3526
350, 0.3604
360, 0.3588
370, 0.3619
380, 0.3665
390, 0.3579
400, 0.3502
410, 0.3395
420, 0.3285
430, 0.3147
440, 0.3013
450, 0.2857
460, 0.2667
470, 0.2455
480, 0.2273
490, 0.2124
500, 0.2001
510, 0.1861
520, 0.1603
530, 0.1239
540, 0.0956
550, 0.0783
560, 0.0666
570, 0.0565
580, 0.0471
590, 0.0381
600, 0.0298
610, 0.0223
620, 0.0160
630, 0.0108
640, 0.0069
650, 0.0041
660, 0.0023
670, 0.0012
680, 0.0006
690, 0.0003
700, 0.0001
710, 0.0001
720, 0.0000
