260, 0.0000
270, 0.0056
280, 0.0215
290, 0.0651
300, 0.1457
310, 0.2240
320, 0.2892
330, 0.3322
340, 0.3552
350, 0.3663
360, 0.3670
370, 0.3723
380, 0.3777
390, 0.3692
400, 0.3613
410, 0.3506
420, 0.3391
430, 0.3247
440, 0.3107
450, 0.2949
460, 0.2756
470, 0.2532
480, 0.2335
490, 0.2172
500, 0.2041
510, 0.1906
520, 0.1674
530, 0.1318
540, 0.1017
550, 0.0829
560, 0.0709
570, 0.0609
580, 0.0518
590, 0.0429
600, 0.0345
610, 0.0268
620, 0.0201
630, 0.0142
640, 0.0096
650, 0.0061
660, 0.0037
670, 0.0020
680, 0.0011
690, 0.0005
700, 0.0003
710, 0.0001
720, 0.0000
