260, 0.0000
270, 0.0091
280, 0.0278
290, 0.0759
300, 0.1515
310, 0.2200
320, 0.2764
330, 0.3119
340, 0.3274
350, 0.3341
360, 0.3341
370, 0.3405
380, 0.3472
390, 0.3413
400, 0.33334
410, 0.3231
420, 0.3130
430, 0.3007
440, 0.2881
450, 0.2733
460, 0.2552
470, 0.2346
480, 0.2172
490, 0.2031
500, 0.1912
510, 0.1779
520, 0.1537
530, 0.1188
540, 0.0914
550, 0.0746
560, 0.0632
570, 0.0533
580, 0.0442
590, 0.0354
600, 0.0274
610, 0.0201
620, 0.0141
630, 0.0092
640, 0.0057
650, 0.0032
660, 0.0017
670, 0.0009
680, 0.0004
690, 0.0002
700, 0.0001
710, 0.0000
720, 0.0000
