260, 0.0000
270, 0.0079
280, 0.0222
290, 0.0638
300, 0.1364
310, 0.2105
320, 0.2794
330, 0.3271
340, 0.3537
350, 0.3664
360, 0.3717
370, 0.3824
380, 0.3933
390, 0.3903
400, 0.3844
410, 0.3749
420, 0.3641
430, 0.3509
440, 0.3367
450, 0.3198
460, 0.2976
470, 0.2728
480, 0.2525
490, 0.2366
500, 0.2233
510, 0.2050
520, 0.1686
530, 0.1285
540, 0.1030
550, 0.0874
560, 0.0757
570, 0.0650
580, 0.0550
590, 0.0454
600, 0.0366
610, 0.0284
620, 0.0212
630, 0.0151
640, 0.0103
650, 0.0066
660, 0.0040
670, 0.0023
680, 0.0012
690, 0.0006
700, 0.0003
710, 0.0002
720, 0.0001
