200, 0
210, 0
220, 0
230, 0
240, 0
250, 0
260, 0.0069
270, 0.0138
280, 0.0368
290, 0.0877
300, 0.1663
310, 0.2388
320, 0.3027
330, 0.3427
340, 0.3627
350, 0.3695
360, 0.3710
370, 0.3772
380, 0.3844
390, 0.3782
400, 0.3693
410, 0.3579
420, 0.3461
430, 0.3321
440, 0.3177
450, 0.3014
460, 0.2806
470, 0.2577
480, 0.2387
490, 0.2239
500, 0.2116
510, 0.1959
520, 0.1643
530, 0.1253
540, 0.0992
550, 0.0838
560, 0.0726
570, 0.0625
580, 0.0530
590, 0.0438
600, 0.0352
610, 0.0273
620, 0.0204
630, 0.0145
640, 0.0098
650, 0.0063
660, 0.0038
670, 0.0022
680, 0.0012
690, 0.0006
700, 0.0003
710, 0.0002
720, 0.0001
