260, 0.0000
270, 0.0005
280, 0.0054
290, 0.0263
300, 0.0820
310, 0.1603
320, 0.2430
330, 0.3051
340, 0.3413
350, 0.3610
360, 0.3700
370, 0.3830
380, 0.3959
390, 0.3942
400, 0.3893
410, 0.3808
420, 0.3707
430, 0.3575
440, 0.3431
450, 0.3266
460, 0.3054
470, 0.2798
480, 0.2578
490, 0.2406
500, 0.2265
510, 0.2106
520, 0.1796
530, 0.1372
540, 0.1064
550, 0.0881
560, 0.0752
570, 0.0640
580, 0.0536
590, 0.0437
600, 0.0345
610, 0.0262
620, 0.0191
630, 0.0131
640, 0.0086
650, 0.0052
660, 0.0030
670, 0.0016
680, 0.0008
690, 0.0004
700, 0.0002
710, 0.0001
720, 0.0000
