260, 0.0000
270, 0.0009
280, 0.0059
290, 0.0278
300, 0.0862
310, 0.1615
320, 0.2350
330, 0.2888
340, 0.3227
350, 0.3412
360, 0.3466
370, 0.3519
380, 0.3565
390, 0.3507
400, 0.3447
410, 0.3355
420, 0.3249
430, 0.3116
440, 0.2976
450, 0.2817
460, 0.2624
470, 0.2404
480, 0.2216
490, 0.2058
500, 0.1927
510, 0.1775
520, 0.1493
530, 0.1127
540, 0.0858
550, 0.0694
560, 0.0578
570, 0.0479
580, 0.0389
590, 0.0304
600, 0.0229
610, 0.0163
620, 0.0110
630, 0.0070
640, 0.0042
650, 0.0023
660, 0.0012
670, 0.0006
680, 0.0003
690, 0.0001
700, 0.0001
710, 0.0000
720, 0.0000
