260, 0.0000
270, 0.0009
280, 0.0059
290, 0.0287
300, 0.0912
310, 0.1725
320, 0.2512
330, 0.3076
340, 0.3417
350, 0.3585
360, 0.3610
370, 0.3628
380, 0.3639
390, 0.3543
400, 0.3446
410, 0.3321
420, 0.3190
430, 0.3043
440, 0.2898
450, 0.2736
460, 0.2545
470, 0.2343
480, 0.2172
490, 0.2032
500, 0.1914
510, 0.1765
520, 0.1482
530, 0.1143
540, 0.0914
550, 0.0779
560, 0.0683
570, 0.0599
580, 0.0520
590, 0.0444
600, 0.0373
610, 0.0307
620, 0.0248
630, 0.0196
640, 0.0152
650, 0.0115
660, 0.0084
670, 0.0060
680, 0.0042
690, 0.0028
700, 0.0018
710, 0.0012
720, 0.0007
730, 0.0004
740, 0.0003
750, 0.0001
760, 0.0001
