260, 0.0000
270, 0.0034
280, 0.0110
290, 0.0376
300, 0.0876
310, 0.1474
320, 0.2091
330, 0.2562
340, 0.2856
350, 0.3039
360, 0.3141
370, 0.3277
380, 0.3409
390, 0.3403
400, 0.3376
410, 0.3319
420, 0.3249
430, 0.3161
440, 0.3042
450, 0.2908
460, 0.2752
470, 0.2554
480, 0.2357
490, 0.2183
500, 0.2034
510, 0.1894
520, 0.1692
530, 0.1354
540, 0.1033
550, 0.0831
560, 0.0704
570, 0.0603
580, 0.0512
590, 0.0426
600, 0.0346
610, 0.0273
620, 0.0208
630, 0.0152
640, 0.0106
650, 0.0070
660, 0.0044
670, 0.0026
680, 0.0015
690, 0.0008
700, 0.0004
710, 0.0002
720, 0.0001
