200, 0
210, 0
220, 0
230, 0
240, 0
250, 0
260, 0.0014
270, 0.0018
280, 0.0052
290, 0.0234
300, 0.0714
310, 0.1437
320, 0.2244
330, 0.2863
340, 0.3233
350, 0.3431
360, 0.3527
370, 0.3665
380, 0.3787
390, 0.3784
400, 0.3744
410, 0.3665
420, 0.3570
430, 0.3447
440, 0.3310
450, 0.3147
460, 0.2928
470, 0.2678
480, 0.2470
490, 0.2306
500, 0.2168
510, 0.1987
520, 0.1633
530, 0.1225
540, 0.0956
550, 0.0787
560, 0.0662
570, 0.0549
580, 0.0447
590, 0.0351
600, 0.0265
610, 0.0189
620, 0.0128
630, 0.0081
640, 0.0048
650, 0.0026
660, 0.0014
670, 0.0007
680, 0.0003
690, 0.0001
700, 0.0001
