260, 0.0000
270, 0.0000
280, 0.0090
290, 0.0366
300, 0.1083
310, 0.1958
320, 0.2795
330, 0.3351
340, 0.3633
350, 0.3752
360, 0.3784
370, 0.3848
380, 0.3920
390, 0.3853
400, 0.3761
410, 0.3648
420, 0.3533
430, 0.3400
440, 0.3261
450, 0.3097
460, 0.2885
470, 0.2655
480, 0.2474
490, 0.2332
500, 0.2211
510, 0.2048
520, 0.1720
530, 0.1324
540, 0.1059
550, 0.0900
560, 0.0784
570, 0.0679
580, 0.0579
590, 0.0481
600, 0.0389
610, 0.0302
620, 0.0227
630, 0.0162
640, 0.0110
650, 0.0070
660, 0.0042
670, 0.0024
680, 0.0013
690, 0.0007
700, 0.0003
710, 0.0002
720, 0.0001
