260, 0.00
270, 0.0010
280, 0.0065
290, 0.0311
300, 0.0995
310, 0.1810
320, 0.2579
330, 0.3119
340, 0.3424
350, 0.3576
360, 0.3597
370, 0.3650
380, 0.3699
390, 0.3615
400, 0.3528
410, 0.3408
420, 0.3278
430, 0.3116
440, 0.2961
450, 0.2790
460, 0.2588
470, 0.2366
480, 0.2173
490, 0.2012
500, 0.1879
510, 0.1727
520, 0.1463
530, 0.1114
540, 0.0852
550, 0.0690
560, 0.0579
570, 0.0484
580, 0.0398
590, 0.0318
600, 0.0246
610, 0.0183
620, 0.0131
630, 0.0089
640, 0.0058
650, 0.0035
660, 0.0021
670, 0.0011
680, 0.0006
690, 0.0003
700, 0.0002
710, 0.0001
720, 0.0001
