260, 0.0000
270, 0.0013
280, 0.0070
290, 0.0317
300, 0.0953
310, 0.1683
320, 0.2351
330, 0.2812
340, 0.3063
350, 0.3183
360, 0.3190
370, 0.3228
380, 0.3258
390, 0.3186
400, 0.3128
410, 0.3083
420, 0.3001
430, 0.2873
440, 0.2746
450, 0.2555
460, 0.2350
470, 0.2173
480, 0.1999
490, 0.1847
500, 0.1719
510, 0.1594
520, 0.1424
530, 0.1153
540, 0.0870
550, 0.0668
560, 0.0541
570, 0.0444
580, 0.0360
590, 0.0282
600, 0.0213
610, 0.0152
620, 0.0104
630, 0.0066
640, 0.0040
650, 0.0022
660, 0.0012
670, 0.0006
680, 0.0003
690, 0.0001
700, 0.0001
710, 0.0000
720, 0.0000
